timestamp,location-long,location-lat,individual-local-identifier
2018-11-11 01:43:25.000,-76.3551,37.0987,1412-08848
2018-11-11 03:52:04.000,-75.4938,35.7167,1412-08848
2018-10-20 05:01:42.000,-76.7113,38.7738,1412-08858
2018-11-04 02:23:47.000,-76.3551,37.0987,1412-08858
2018-11-04 05:53:33.000,-76.2786,34.9566,1412-08858
2019-04-25 21:17:31.000,-76.7113,38.7738,1412-08911
2019-05-08 02:44:59.000,-75.7221,39.8209,1412-08911
2019-05-08 03:27:38.000,-75.1887,39.9522,1412-08911
2019-05-08 03:53:28.000,-73.2157,40.6328,1412-08911
2019-05-08 05:11:34.000,-73.977428,40.573745,1412-08911
2019-05-08 06:08:30.000,-73.824,40.6163,1412-08911
2019-05-09 01:04:27.000,-72.6651,41.2712,1412-08911
2019-05-16 02:09:37.000,-70.8084,42.7804,1412-08911
2019-05-16 04:24:27.000,-70.3887,43.4587,1412-08911
2019-05-16 06:07:23.000,-69.4164,43.979,1412-08911
2019-09-30 06:14:47.000,-62.9238,44.7284,1412-08911
2019-10-01 03:18:03.000,-65.7438,43.4579,1412-08911
2019-10-03 01:16:14.000,-70.5236,43.3492,1412-08911
2019-10-03 05:53:33.000,-73.5236,41.553,1412-08911
2019-11-08 23:12:30.000,-75.0852,38.7703,1412-08911
2019-11-09 00:09:56.000,-74.3241,39.5091,1412-08911
2019-11-09 01:00:37.000,-74.7179,39.0919,1412-08911
2019-11-09 01:02:44.000,-74.7748,39.058,1412-08911
2019-11-09 02:28:22.000,-75.136,38.241,1412-08911
2019-11-09 02:34:44.000,-75.1889,38.1385,1412-08911
2019-11-09 03:32:46.000,-75.61736,37.57369,1412-08911
2019-11-09 10:46:25.000,-79.6711,32.9726,1412-08911
2019-11-09 10:57:15.000,-79.7267,32.836,1412-08911
2019-11-09 23:30:38.000,-79.8577,32.7603,1412-08911
2019-11-09 23:45:35.000,-79.9966,32.6153,1412-08911
2019-05-01 20:00:53.000,-76.7113,38.7738,1412-08912
2019-05-09 06:11:53.000,-78.7493,40.0774,1412-08912
2019-05-10 04:14:35.000,-78.3351,41.1487,1412-08912
2019-05-10 04:36:08.000,-78.7674,41.3181,1412-08912
2019-05-10 05:00:55.000,-78.8693,41.5424,1412-08912
2019-05-19 02:19:01.000,-79.0553,43.8139,1412-08912
2019-05-19 02:23:01.000,-78.9081,43.8487,1412-08912
2019-05-19 02:51:29.000,-79.4659,43.646,1412-08912
2019-05-19 03:30:52.000,-80.2701,43.605,1412-08912
2019-10-07 01:48:43.000,-82.5144,42.0427,1412-08912
2019-10-07 02:39:13.000,-81.9337,41.4907,1412-08912
2019-09-10 18:10:02.000,-76.7113,38.7738,1412-58113
2019-10-18 00:35:53.000,-76.702,38.2507,1412-58113
2019-10-19 05:10:03.000,-81.0883,31.8406,1412-58113
2019-10-09 17:30:05.000,-76.7113,38.7738,1412-58120
2019-10-12 00:47:37.000,-76.702,38.2507,1412-58120
2019-10-12 02:02:17.000,-76.2788,37.3205,1412-58120
2019-10-12 02:23:56.000,-76.3551,37.0987,1412-58120
2019-10-12 03:14:55.000,-75.9894,36.527,1412-58120
2019-09-11 20:14:01.000,-76.7113,38.7738,1412-58126
2020-04-25 02:59:51.000,-81.209,31.4895,1412-58126
2020-04-25 03:59:15.000,-81.0883,31.8406,1412-58126
2020-04-25 04:42:54.000,-80.8425,32.12,1412-58126
2020-05-06 08:36:22.000,-76.2502,40.2711,1412-58126
2020-05-06 08:50:46.000,-76.0796,40.4107,1412-58126
2020-05-07 01:29:36.000,-76.9409,40.5274,1412-58126
2019-09-24 18:58:03.000,-76.7113,38.7738,1412-58169
2019-10-19 01:46:54.000,-76.702,38.2507,1412-58169
2019-10-21 02:57:50.000,-81.0883,31.8406,1412-58169
2019-10-26 17:55:59.000,-76.7113,38.7738,1412-58260
2019-12-04 00:42:39.000,-76.702,38.2507,1412-58260
2019-12-06 09:19:55.000,-80.8425,32.12,1412-58260
2019-12-06 09:49:01.000,-81.0883,31.8406,1412-58260
2020-08-26 18:24:03.000,-76.7113,38.7738,1412-66717
2020-10-14 00:44:18.000,-76.702,38.2507,1412-66717
2020-10-14 01:30:08.000,-76.3059,37.7864,1412-66717
2020-10-14 02:06:10.000,-76.2788,37.3205,1412-66717
2020-10-14 02:14:05.000,-76.3551,37.0987,1412-66717
2020-10-14 02:19:17.000,-75.9786,37.098,1412-66717
2020-10-14 03:15:07.000,-75.9894,36.527,1412-66717
2020-08-27 18:53:05.000,-76.7113,38.7738,1412-66762
2020-08-28 06:12:11.000,-76.702,38.2507,1412-66762
2020-10-14 01:07:33.000,-76.2788,37.3205,1412-66762
2020-10-14 01:24:38.000,-76.3551,37.0987,1412-66762
2020-10-14 02:17:32.000,-75.9894,36.527,1412-66762
2020-10-14 03:28:34.000,-75.4938,35.7167,1412-66762
2020-08-27 22:58:11.000,-76.7113,38.7738,1412-66778
2020-10-25 00:25:00.000,-76.702,38.2507,1412-66778
2020-10-25 03:37:17.000,-75.9894,36.527,1412-66778
2020-08-28 16:21:09.000,-76.7113,38.7738,1412-66785
2020-10-25 05:15:50.000,-76.702,38.2507,1412-66785
2020-10-26 04:39:14.000,-79.6134,32.9071,1412-66785
2020-08-28 17:41:04.000,-76.7113,38.7738,1412-66788
2020-10-03 00:49:45.000,-76.702,38.2507,1412-66788
2020-10-04 01:38:01.000,-79.6134,32.9071,1412-66788
2020-10-04 01:42:23.000,-79.6711,32.9726,1412-66788
2020-10-04 01:52:05.000,-79.7267,32.836,1412-66788
2020-10-04 02:04:22.000,-79.8577,32.7603,1412-66788
2020-09-18 19:10:08.000,-76.7113,38.7738,1412-80109
2020-11-02 03:45:38.000,-76.702,38.2507,1412-80109
2020-11-02 04:20:00.000,-76.3059,37.7864,1412-80109
2020-11-02 04:56:52.000,-76.2788,37.3205,1412-80109
2020-11-02 04:57:55.000,-76.0077,37.3222,1412-80109
2020-11-02 05:10:37.000,-75.9786,37.098,1412-80109
2020-11-02 06:43:57.000,-75.4938,35.7167,1412-80109
2020-09-18 19:39:55.000,-76.7113,38.7738,1412-80111
2020-11-02 06:32:45.000,-76.0077,37.3222,1412-80111
2020-11-02 06:43:10.000,-76.2788,37.3205,1412-80111
2020-11-02 06:49:37.000,-76.3551,37.0987,1412-80111
2020-11-02 06:53:34.000,-75.9786,37.098,1412-80111
2020-11-02 08:39:11.000,-75.4938,35.7167,1412-80111
2021-04-21 17:48:45.000,-76.7113,38.7738,1412-80205
2021-05-21 03:11:18.000,-77.6258,39.4483,1412-80205
2021-05-21 03:51:33.000,-77.9972,39.7104,1412-80205
2021-05-21 06:36:45.000,-79.4436,40.9077,1412-80205
2021-05-21 07:26:32.000,-79.6368,41.4835,1412-80205
2021-05-22 03:06:35.000,-80.3984,42.5829,1412-80205
2021-05-22 03:08:05.000,-80.4582,42.6154,1412-80205
2021-05-22 03:22:06.000,-80.4036,42.7877,1412-80205
2021-05-22 04:16:44.000,-80.2913,43.2785,1412-80205
2021-05-22 04:33:23.000,-80.012,43.4429,1412-80205
2021-05-22 04:42:16.000,-80.0899,43.5089,1412-80205
2021-04-21 17:50:59.000,-76.7113,38.7738,1412-80208
2021-05-14 05:38:25.000,-78.1609,38.8945,1412-80208
2021-05-15 04:47:14.000,-81.2037,39.4066,1412-80208
2021-05-15 06:36:36.000,-81.7327,39.8298,1412-80208
2021-05-23 03:55:30.000,-81.6135,41.5112,1412-80208
2021-05-23 03:58:25.000,-81.629,41.5423,1412-80208
2021-05-23 07:58:36.000,-80.9781,43.2408,1412-80208
2021-11-03 23:49:26.000,-79.6134,32.9071,1412-80208
2021-04-30 17:58:45.000,-76.7113,38.7738,1412-80212
2021-05-19 03:46:08.000,-77.6258,39.4483,1412-80212
2021-05-19 08:36:08.000,-79.3297,40.2509,1412-80212
2021-05-20 04:24:24.000,-81.3792,40.8274,1412-80212
2021-05-20 08:11:51.000,-83.0455,42.0331,1412-80212
2021-05-21 02:19:16.000,-84.107,42.3333,1412-80212
2021-05-24 09:21:04.000,-92.063,46.7224,1412-80212
2021-04-30 17:58:07.000,-76.7113,38.7738,1412-80213
2021-05-21 04:31:21.000,-78.4067,39.6905,1412-80213
2021-05-21 05:43:47.000,-79.1731,39.8065,1412-80213
2021-09-07 02:36:24.000,-85.5055,41.2246,1412-80213
2021-09-24 19:45:49.000,-80.4224,27.8035,1412-80213
2021-09-24 23:05:07.000,-80.216,26.4988,1412-80213
2021-05-05 19:16:33.000,-76.7113,38.7738,1412-80214
2021-05-21 02:35:56.000,-77.6258,39.4483,1412-80214
2021-05-21 03:16:01.000,-77.9972,39.7104,1412-80214
2021-05-21 06:46:58.000,-79.4567,41.8787,1412-80214
2021-05-21 07:06:13.000,-79.7017,41.997,1412-80214
2021-05-21 07:24:00.000,-79.6467,42.3087,1412-80214
2021-05-21 08:26:23.000,-79.8761,42.9776,1412-80214
2021-05-23 02:17:27.000,-80.012,43.4429,1412-80214
2021-05-23 02:28:16.000,-80.0899,43.5089,1412-80214
2021-05-23 04:27:15.000,-80.0943,44.0461,1412-80214
2021-05-23 04:56:40.000,-80.2237,44.2884,1412-80214
2021-09-07 05:42:36.000,-79.503,44.9404,1412-80214
2021-09-07 05:48:16.000,-79.5235,44.945,1412-80214
2021-09-07 07:02:28.000,-79.5501,44.3849,1412-80214
2021-09-07 07:21:32.000,-79.4735,44.2803,1412-80214
2021-10-17 00:13:49.000,-79.1849,43.8191,1412-80214
2021-10-17 01:06:40.000,-78.404,43.1127,1412-80214
2021-10-17 04:55:05.000,-76.9409,40.5274,1412-80214
2021-10-17 05:03:58.000,-76.6077,40.476,1412-80214
2021-10-17 05:04:37.000,-76.6825,40.4045,1412-80214
2021-10-17 05:08:11.000,-76.7224,40.4263,1412-80214
2021-10-17 06:54:03.000,-75.7205,38.8015,1412-80214
2021-10-17 07:10:52.000,-76.3845,38.7569,1412-80214
2021-10-17 08:28:08.000,-75.8221,37.5887,1412-80214
2021-10-17 08:48:40.000,-76.0077,37.3222,1412-80214
2021-10-17 09:06:46.000,-76.3551,37.0987,1412-80214
2021-10-17 09:47:11.000,-75.9894,36.527,1412-80214
2021-05-05 19:18:06.000,-76.7113,38.7738,1412-80215
2021-05-21 03:55:00.000,-77.648,40.4326,1412-80215
2021-05-21 04:42:30.000,-78.2498,40.7783,1412-80215
2021-05-22 04:15:56.000,-79.0464,44.6009,1412-80215
2021-05-05 19:27:33.000,-76.7113,38.7738,1412-80216
2021-05-18 04:48:39.000,-78.4067,39.6905,1412-80216
2021-05-18 06:29:53.000,-79.1938,40.2248,1412-80216
2021-05-18 06:32:24.000,-79.2675,40.1636,1412-80216
2021-05-18 06:36:45.000,-79.3297,40.2509,1412-80216
2021-05-20 05:20:14.000,-87.616,44.1387,1412-80216
2021-05-24 03:58:12.000,-91.1952,46.8244,1412-80216
2021-05-05 19:27:21.000,-76.7113,38.7738,1412-80218
2021-05-21 02:56:21.000,-77.6258,39.4483,1412-80218
2021-05-21 07:22:54.000,-79.4567,41.8787,1412-80218
2021-05-21 07:43:36.000,-79.7017,41.997,1412-80218
2021-05-22 02:33:06.000,-80.4582,42.6154,1412-80218
2021-05-22 02:33:51.000,-80.3984,42.5829,1412-80218
2021-05-22 02:39:40.000,-80.5577,42.6354,1412-80218
2021-05-22 03:50:38.000,-80.6549,43.2632,1412-80218
2021-05-14 19:54:29.000,-76.7113,38.7738,1412-80225
2021-05-27 06:50:33.000,-79.4659,43.646,1412-80225
2022-09-27 23:15:38.000,-76.7113,38.7738,1422-07028
2022-11-24 00:38:38.000,-76.6712,38.6259,1422-07028
2022-11-24 01:44:51.000,-76.702,38.2507,1422-07028
2022-11-24 10:53:37.000,-77.8462,34.1351,1422-07028
2023-05-16 06:22:30.000,-85.2474,34.335,1422-07028
2022-10-22 23:45:45.000,-76.7113,38.7738,1422-07035
2022-10-23 00:15:31.000,-76.6712,38.6259,1422-07035
2022-10-23 00:53:50.000,-76.702,38.2507,1422-07035
2022-10-23 14:45:21.000,-79.6134,32.9071,1422-07035
2022-10-24 01:50:26.000,-79.6711,32.9726,1422-07035
